CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0286-46,01-305,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO MARCONI,"2A. AVENIDA ""A"" 13-52",22328811.0,ISIS IRAZEMA CANEL PALMA,ANA MARIA VICTORIA MONZON PONCE DE PACHECO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0295-46,01-102,CIUDAD CAPITAL,ZONA 1,INSTITUTO MIXTO PRIVADO JOHN F. KENNEDY,ZONA 1,,ZIZI ARELY LOPEZ CHINCHILLA,-------,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0297-46,01-101,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO BILINGUE ""ANGLO HISPANO""",ZONA 1,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,----,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0299-46,01-101,CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO DE COMPUTACION ""LEONARDO DE PISA""",ZONA 1,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0300-46,01-101,CIUDAD CAPITAL,ZONA 1,"INSTITUTO DE SEÑORITAS ""EL ROSARIO""","15 CALLE ""A"" 2-74",,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0301-46,01-101,CIUDAD CAPITAL,ZONA 1,INSTITUTO MIXTO VESPERTINO RAFAEL LANDIVAR,8A. CALLE 0-23 ZONA 1,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,-------,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0303-46,01-101,CIUDAD CAPITAL,ZONA 1,INSTITUTO MIXTO VESPERTINO RAFAEL LANDIVAR,8A. CALLE 0-23 ZONA 1,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,------,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0304-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO ACTIVO BILINGUE STERLING,3A. AVENIDA 13-61,22302880.0,AMADO SALOMON FLORES PEREZ,CARLA EUGENIA HARO VENTURA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0309-46,01-301,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,22510248.0,ERICK ESTUARDO SANCHEZ ARCHILA,MYRNA GUDELIA BANTES GARCÍA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0310-46,01-305,CIUDAD CAPITAL,ZONA 1,INSTITUTO CENTROAMERICANO DE MERCADOTECNIA Y PUBLICIDAD,8A. AVENIDA 14-73,22323455.0,ISIS IRAZEMA CANEL PALMA,FELIPE REGINALDO ALVAREZ,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0311-46,01-101,CIUDAD CAPITAL,ZONA 1,COLEGIO SAN JOSE DEL VALLE DE GUATEMALA,ZONA 1,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0312-46,01-101,CIUDAD CAPITAL,ZONA 1,COLEGIO NACIONAL AMERICANO,SIN DIRECCION,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0313-46,01-101,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION MEDIA A.E.U CENTRAL,2AV.,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0314-46,01-101,CIUDAD CAPITAL,ZONA 1,"INSTITUTO PRIVADO ""TECNICO AMERICANO""",SIN DIRECCION,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0315-46,01-101,CIUDAD CAPITAL,ZONA 1,COLEGIO KEPLER,SIN DIRECCION,,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0318-46,01-317,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687.0,MARIANO DOMINGO ESTRADA TELETOR,MARÍA ISABEL POLANCO PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0322-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687.0,CARLOS HUMBERTO GONZALEZ DE LEON,MARÍA ISABEL POLANCO PAZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0323-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,22205687.0,CARLOS HUMBERTO GONZALEZ DE LEON,MARÍA ISABEL POLANCO PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0336-46,01-301,CIUDAD CAPITAL,ZONA 1,LICEO JUVENTUD XXI,"4A. CALLE ""A"" 01-37",22539944.0,ERICK ESTUARDO SANCHEZ ARCHILA,GERARDO LEON HERNANDEZ HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0339-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",57529460.0,LESLIE AZUCENA MONZON TECUN,MARÍA CRISTINA GEREDA ARÉVALO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0340-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",57529460.0,LESLIE AZUCENA MONZON TECUN,MARÍA CRISTINA GEREDA ARÉVALO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0343-46,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO CULTURAL DE LAS AMERICAS NO. 3,2A. AVENIDA 12-23,22325526.0,CARLOS HUMBERTO GONZALEZ DE LEON,HUGO VALDEMAR RIVAS MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0345-46,01-627,CIUDAD CAPITAL,ZONA 1,COLEGIO SALVA TERRA,2A. AVENIDA 14-60,22534347.0,ISAURA AMPARO RECINOS CARRILLO,MAGDA RAQUEL RECINOS BARAHONA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0353-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,22201454.0,NORMA ARACELY PALOMO FRANCO DE DIAZ,RITA CAROLINA TEJEDA MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0354-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,22201454.0,NORMA ARACELY PALOMO FRANCO DE DIAZ,RITA CAROLINA TEJEDA MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0358-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO DE MENDOZA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0360-46,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO RENUEVO,6A. AVENIDA 2-34,59497339.0,CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL EUNICE ROJAS CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA NORTE
00-01-0363-46,01-106,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,22320683.0,CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0364-46,01-106,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,22320683.0,CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0366-46,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""",10 CALLE 3-15,36117881.0,CARLOS HUMBERTO GONZALEZ DE LEON,MYRIAM JEANNETTE CIFUENTES ORTIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0368-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLÓGICO MAYA DE GUATEMALA,9 CALLE 3-72,22322025.0,ISAURA AMPARO RECINOS CARRILLO,EDGAR AROLDO ELÍAS GARCÍA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0369-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLÓGICO MAYA DE GUATEMALA,9A. CALLE 3-72,22322025.0,ISAURA AMPARO RECINOS CARRILLO,EDGAR AROLDO ELÍAS GARCÍA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0376-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,22201454.0,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0377-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,22201454.0,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0380-46,01-312,CIUDAD CAPITAL,ZONA 1,CENTRO INTERCULTURAL DE COMPUTACION Y TURISMO C.I.C.T,11 CALLE 1-56,22326732.0,AMADO SALOMON FLORES PEREZ,MARIBEL ALEJANDRINA VALENZUELA GUZMAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0383-46,01-304,CIUDAD CAPITAL,ZONA 1,CENTRO INTERCULTURAL DE COMPUTACION Y TURISMO C.I.C.T,11 CALLE 1-56,22326732.0,AMADO SALOMON FLORES PEREZ,MARIBEL ALEJANDRINA VALENZUELA GUZMAN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0384-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO EN COMPUACION SAN JOSE NO. 1,4A. AVENIDA 3-39,22325435.0,MARIANO DOMINGO ESTRADA TELETOR,ANA MARIA NORIEGA RODAS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0385-46,01-315,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INNOVACION TECNOLOGICA EDUCATIVA (C.I.T.E),13 CALLE 3-23,,AURA MARINA GARRIDO MORALES,MYRNA GUDELIA BANTES GARCIA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0388-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,22510248.0,CARLOS HUMBERTO GONZALEZ DE LEON,MYRNA GUDELIA BANTES GARCÍA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0390-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),13 CALLE 3-23,22510248.0,CARLOS HUMBERTO GONZALEZ DE LEON,MYRNA GUDELIA BANTES GARCÍA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0392-46,01-303,CIUDAD CAPITAL,ZONA 1,COLEGIO EVANGELICO DEL PRINCIPE DE PAZ,AVENIDA CENTROAMERICA 21-13,22380661.0,CLAUDIA PATRICIA RUIZ CASASOLA DE ESTRADA,YOLANDA MARGOTH MENDEZ JEREZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0396-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,22323407.0,AMADO SALOMON FLORES PEREZ,ERI LAMAR ESPINOZA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0397-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,22534814.0,AMADO SALOMON FLORES PEREZ,ERI LAMAR ESPINOZA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0398-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,55336447.0,CARLOS HUMBERTO GONZALEZ DE LEON,MARIO ADOLFO ROMERO REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0399-46,01-627,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,22323407.0,ISAURA AMPARO RECINOS CARRILLO,MARIO ADOLFO ROMERO REYES,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0406-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,22510780.0,NORMA ARACELY PALOMO FRANCO DE DIAZ,MARGARITA DE JESUS BARRIOS CASTILLO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0407-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,22510780.0,ISAURA AMPARO RECINOS CARRILLO,MARGARITA DE JESUS BARRIOS CASTILLO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0409-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,22510780.0,ISAURA AMPARO RECINOS CARRILLO,MARGARITA DE JESUS BARRIOS CASTILLO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0419-46,01-403,CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO NOCTURNO DE EDUCACION DIVERSIFICADO ""PEDRO ARRIAZA MATA""",10A AVENIDA 12-01 ZONA 1,22383239.0,CARLOS HUMBERTO GONZALEZ DE LEON,BRUNO LUIS EMILIO VIAU GARCIA,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0425-46,01-307,CIUDAD CAPITAL,ZONA 1,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,22510780.0,NORMA ARACELY PALOMO FRANCO DE DIAZ,MARGARITA DE JESUS BARRIOS CASTILLO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0433-46,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,9A. CALLE 3-40 ZONA 1,22383733.0,CARLOS HUMBERTO GONZALEZ DE LEON,RUDY RODULFO MEJIA MENDEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0434-46,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,9A. CALLE 3-40 ZONA 1,22383733.0,CARLOS HUMBERTO GONZALEZ DE LEON,RUDY RODULFO MEJIA MENDEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0437-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,22383733.0,AMADO SALOMON FLORES PEREZ,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0440-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,22383733.0,ISAURA AMPARO RECINOS CARRILLO,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0441-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,22530315.0,ISAURA AMPARO RECINOS CARRILLO,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0442-46,01-307,CIUDAD CAPITAL,ZONA 1,COLEGIO PRIVADO MIXTO SANTA INFANCIA,9A. AVENIDA 4-29,22380392.0,NORMA ARACELY PALOMO FRANCO DE DIAZ,ESTELA JOSEFINA ZEBADUA GARCIA DE PRTDESABA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0448-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLOGICO MIXTO VOCACIONAL CENTROAMERICANO BILINGUE,12A CALLE A 2-18,22381338.0,AMADO SALOMON FLORES PEREZ,JULIO CASTELLANOS BOBADILLA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0450-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL SANTANDER,6A. AVENIDA 1-34,58166416.0,ISAURA AMPARO RECINOS CARRILLO,JORGE ABRAHAM CAMEY PRETZANCIN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0451-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL SANTANDER,2DA. AVENIDA 8-27,58166416.0,CARLOS HUMBERTO GONZALEZ DE LEON,JORGE ABRAHAM CAMEY PRETZANCIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0456-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,30258550.0,AMADO SALOMON FLORES PEREZ,ELDER ALCIDES REGALADO LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0458-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,22382723.0,ISAURA AMPARO RECINOS CARRILLO,ELDER ALCIDES REGALADO LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0460-46,01-627,CIUDAD CAPITAL,ZONA 1,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,22382723.0,ISAURA AMPARO RECINOS CARRILLO,ELDER ALCIDES REGALADO LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0462-46,01-312,CIUDAD CAPITAL,ZONA 1,CENTRO TECNOLÓGICO ¨DA VINCI¨,10A. CALLE 9-52,22382038.0,AMADO SALOMON FLORES PEREZ,MARIA TERESA YON DE RENDON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0465-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO VALVERDE NO. 2,4A. AVENIDA 4-49,22093200.0,CARLOS HUMBERTO GONZALEZ DE LEON,SARA LIZBETH COLINDRES MILIÁN,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0470-46,01-627,CIUDAD CAPITAL,ZONA 1,CENTRO TECNOLÓGICO ¨DA VINCI¨,10A. CALLE 9-52,22382038.0,ISAURA AMPARO RECINOS CARRILLO,MARIA TERESA YON DE RENDON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-0478-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNICO INDUSTRIAL LUIS CARDOZA Y ARAGON,"5A CALLE 1-20, 1-34 Y 1-36",22304437.0,CARLOS HUMBERTO GONZALEZ DE LEON,AURA ELICIA CARTAGENA MONROY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0479-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO TECNICO PROGRESISTA -CETECPRO-,2A. AVENIDA 3-59,22512759.0,AMADO SALOMON FLORES PEREZ,IRMA AMPARO TOLEDO HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0482-46,01-627,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCATIVO MIXTO MONTENEVADO,3A AVENIDA 10-29,22381293.0,ISAURA AMPARO RECINOS CARRILLO,SILVIA MARLENI ALVARADO GUARDADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0487-46,01-315,CIUDAD CAPITAL,ZONA 1,COLEGIO MARTA NOVELLA,7A. AVENIDA 11-67,58771766.0,AURA MARINA GARRIDO MORALES,HERBERT ANGEL ALVAREZ CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0490-46,01-403,CIUDAD CAPITAL,ZONA 1,COLEGIO ISTMO-AMERICANO,11 CALLE 4-22,53184646.0,CARLOS HUMBERTO GONZALEZ DE LEON,SHIRLEY MARISOL LARRIEU DARDON,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0499-46,01-312,CIUDAD CAPITAL,ZONA 1,"COLEGIO ""EL EMILIO""",2A. CALLE 6-77,22532080.0,AMADO SALOMON FLORES PEREZ,ANTONIO ROMAN LOPEZ ESCOBAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0502-46,01-403,CIUDAD CAPITAL,ZONA 1,"COLEGIO ""EL EMILIO""",2A. CALLE 6-77,22532080.0,CARLOS HUMBERTO GONZALEZ DE LEON,ANTONIO ROMAN LOPEZ ESCOBAR,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0506-46,01-312,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS WINBRIDGE,8A. CALLE 2-40,22324201.0,AMADO SALOMON FLORES PEREZ,GILDA NOEMÍ SOSA HURTADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0508-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,22322912.0,CARLOS HUMBERTO GONZALEZ DE LEON,MARCO ANTONIO CASTAÑEDA FLORES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0509-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO PARA VARONES SAN SEBASTIAN,2A. CALLE 6-56,22536602.0,LESLIE AZUCENA MONZON TECUN,EDGAR ROLANDO MARROQUÍN AMADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
